gene_id	dogFPKM	geneFPKM	exp_group	RT	tissue
ENSG00000164104.12	0.0	4.572	med	NRT	liver
ENSG00000126062.4	0.0	4.572	med	UND	liver
ENSG00000148180.21	1.77	4.569	med	RT	liver
ENSG00000275549.1	0.46	4.567	med	RT	liver
ENSG00000162704.16	0.0	4.566	med	NRT	liver
ENSG00000113621.15	0.31	4.566	med	RT	liver
ENSG00000126215.14	0.0	4.561	med	UND	liver
ENSG00000129473.11	0.0	4.559	med	NRT	liver
ENSG00000204569.10	0.0	4.558	med	NRT	liver
ENSG00000074842.8	0.0	4.5565	med	NRT	liver
ENSG00000247596.10	0.0	4.556	med	NRT	liver
ENSG00000099814.16	0.0	4.555	med	NRT	liver
ENSG00000179456.10	0.0	4.55	med	NRT	liver
ENSG00000259083.1	0.0	4.55	med	NRT	liver
ENSG00000197622.13	0.0	4.548	med	UND	liver
ENSG00000079999.14	0.0	4.546	med	NRT	liver
ENSG00000165512.5	0.0	4.545	med	UND	liver
ENSG00000064932.16	0.0	4.542	med	UND	liver
ENSG00000188725.8	0.0	4.542	med	UND	liver
ENSG00000135617.4	0.0	4.539	med	UND	liver
ENSG00000238105.7	0.78	4.538	med	RT	liver
ENSG00000182173.14	0.0	4.538	med	NRT	liver
ENSG00000106077.18	0.0	4.537	med	NRT	liver
ENSG00000108312.15	0.0	4.5360000000000005	med	NRT	liver
ENSG00000102710.20	0.0	4.5360000000000005	med	UND	liver
ENSG00000284108.1	0.0	4.535	med	NRT	liver
ENSG00000109519.13	0.0	4.534	med	UND	liver
ENSG00000133816.17	0.32	4.532	med	RT	liver
ENSG00000051620.11	0.0	4.532	med	UND	liver
ENSG00000144655.15	0.8	4.531000000000001	med	RT	liver
ENSG00000136937.13	0.0	4.531000000000001	med	UND	liver
ENSG00000034677.13	0.0	4.531000000000001	med	NRT	liver
ENSG00000168765.17	0.0	4.53	med	NRT	liver
ENSG00000204583.10	0.69	4.5280000000000005	med	RT	liver
ENSG00000134463.15	3.9650000000000003	4.527	med	RT	liver
ENSG00000287765.1	0.0	4.524	med	UND	liver
ENSG00000186166.9	0.0	4.524	med	UND	liver
ENSG00000141542.11	0.0	4.522	med	NRT	liver
ENSG00000086589.12	0.0	4.517	med	NRT	liver
ENSG00000236326.1	0.0	4.517	med	UND	liver
ENSG00000123064.13	0.0	4.515	med	NRT	liver
ENSG00000054116.12	0.0	4.515	med	NRT	liver
ENSG00000180901.11	0.0	4.513999999999999	med	NRT	liver
ENSG00000226147.1	0.0	4.5115	med	NRT	liver
ENSG00000027847.14	0.0	4.509	med	NRT	liver
ENSG00000120915.14	0.79	4.5065	med	RT	liver
ENSG00000078804.13	0.0	4.505	med	NRT	liver
ENSG00000143158.11	0.0	4.501	med	NRT	liver
ENSG00000276753.1	0.0	4.498	med	NRT	liver
ENSG00000141349.9	0.0	4.498	med	UND	liver
ENSG00000141127.15	0.0	4.497	med	NRT	liver
ENSG00000161179.14	0.0	4.496	med	NRT	liver
ENSG00000244380.1	0.0	4.494	med	NRT	liver
ENSG00000112787.14	0.0	4.49	med	NRT	liver
ENSG00000116459.11	0.535	4.485	med	RT	liver
ENSG00000272600.1	0.0	4.484	med	UND	liver
ENSG00000104131.13	0.0	4.482	med	UND	liver
ENSG00000252542.1	0.0	4.48	med	NRT	liver
ENSG00000180902.18	1.91	4.48	med	RT	liver
ENSG00000213719.8	0.0	4.479	med	NRT	liver
ENSG00000112640.16	0.0	4.478	med	NRT	liver
ENSG00000161920.11	0.0	4.478	med	UND	liver
ENSG00000257386.1	0.0	4.478	med	NRT	liver
ENSG00000278535.5	0.0	4.476	med	NRT	liver
ENSG00000115486.12	0.0	4.472	med	UND	liver
ENSG00000260549.2	0.0	4.468	med	NRT	liver
ENSG00000188895.12	0.5	4.467	med	RT	liver
ENSG00000256433.3	0.42	4.4635	med	RT	liver
ENSG00000177045.10	0.0	4.463	med	NRT	liver
ENSG00000139428.12	0.0	4.46	med	NRT	liver
ENSG00000052841.15	0.0	4.46	med	NRT	liver
ENSG00000134884.15	0.0	4.459	med	NRT	liver
ENSG00000196141.14	0.0	4.457	med	NRT	liver
ENSG00000025796.14	0.0	4.456	med	NRT	liver
ENSG00000161091.13	0.0	4.456	med	UND	liver
ENSG00000109846.9	0.0	4.455	med	NRT	liver
ENSG00000204386.12	0.63	4.453	med	RT	liver
ENSG00000228343.1	0.0	4.447	med	UND	liver
ENSG00000259792.1	0.0	4.446000000000001	med	UND	liver
ENSG00000109689.19	0.0	4.4430000000000005	med	NRT	liver
ENSG00000284179.1	0.0	4.439	med	NRT	liver
ENSG00000100441.10	0.0	4.435	med	NRT	liver
ENSG00000003393.16	0.0	4.434	med	NRT	liver
ENSG00000168394.12	0.0	4.434	med	NRT	liver
ENSG00000213058.3	0.0	4.433999999999999	med	NRT	liver
ENSG00000204338.8	0.0	4.433	med	UND	liver
ENSG00000182511.12	0.65	4.433	med	RT	liver
ENSG00000141646.14	0.0	4.432	med	NRT	liver
ENSG00000122085.17	0.0	4.432	med	UND	liver
ENSG00000267030.1	0.0	4.431	med	NRT	liver
ENSG00000225178.5	0.0	4.4285	med	NRT	liver
ENSG00000127838.14	0.0	4.427	med	NRT	liver
ENSG00000105202.9	0.0	4.426	med	NRT	liver
ENSG00000255142.1	0.0	4.425000000000001	med	NRT	liver
ENSG00000129460.16	0.0	4.422	med	NRT	liver
ENSG00000167930.17	0.0	4.421	med	NRT	liver
ENSG00000167196.14	0.0	4.421	med	UND	liver
ENSG00000278621.1	0.0	4.4185	med	NRT	liver
ENSG00000084774.14	0.33	4.418	med	RT	liver
ENSG00000123191.16	0.0	4.416	med	NRT	liver
ENSG00000155287.11	0.0	4.415	med	NRT	liver
ENSG00000183255.12	0.0	4.413	med	NRT	liver
ENSG00000281376.1	0.0	4.409	med	NRT	liver
ENSG00000221500.1	0.0	4.408	med	NRT	liver
ENSG00000116771.6	0.0	4.407	med	UND	liver
ENSG00000100029.18	0.0	4.407	med	NRT	liver
ENSG00000115317.12	0.0	4.407	med	UND	liver
ENSG00000133935.7	0.0	4.407	med	UND	liver
ENSG00000259781.1	0.0	4.407	med	NRT	liver
ENSG00000162702.8	0.0	4.406000000000001	med	UND	liver
ENSG00000169903.7	0.0	4.406000000000001	med	NRT	liver
ENSG00000207650.1	0.0	4.402	med	NRT	liver
ENSG00000226352.2	0.0	4.401	med	UND	liver
ENSG00000157353.17	0.0	4.4	med	UND	liver
ENSG00000065150.21	0.0	4.394	med	NRT	liver
ENSG00000271452.1	0.0	4.394	med	NRT	liver
ENSG00000133895.17	0.0	4.393	med	NRT	liver
ENSG00000241370.6	0.0	4.387	med	NRT	liver
ENSG00000109084.14	0.0	4.386	med	UND	liver
ENSG00000165949.12	0.0	4.3855	med	NRT	liver
ENSG00000102401.20	0.0	4.3835	med	NRT	liver
ENSG00000196455.8	0.0	4.379	med	UND	liver
ENSG00000116001.17	0.0	4.378	med	NRT	liver
ENSG00000173581.8	0.0	4.378	med	NRT	liver
ENSG00000130734.10	0.0	4.375	med	UND	liver
ENSG00000196683.11	0.0	4.372	med	NRT	liver
ENSG00000129103.19	0.0	4.368	med	UND	liver
ENSG00000134905.17	0.0	4.368	med	UND	liver
ENSG00000120314.18	0.0	4.367	med	UND	liver
ENSG00000136463.8	0.0	4.3660000000000005	med	UND	liver
ENSG00000228291.1	0.0	4.364	med	NRT	liver
ENSG00000168763.16	0.0	4.363	med	UND	liver
ENSG00000145703.16	0.0	4.362500000000001	med	UND	liver
ENSG00000227370.1	0.0	4.3625	med	NRT	liver
ENSG00000116774.12	0.0	4.362	med	NRT	liver
ENSG00000124155.18	0.0	4.361000000000001	med	NRT	liver
ENSG00000119636.16	0.0	4.36	med	NRT	liver
ENSG00000105559.12	0.0	4.359	med	NRT	liver
ENSG00000092036.19	0.0	4.3580000000000005	med	NRT	liver
ENSG00000136371.11	0.0	4.353	med	NRT	liver
ENSG00000007516.14	0.0	4.352	med	UND	liver
ENSG00000251357.4	0.0	4.352	med	NRT	liver
ENSG00000123505.19	0.0	4.352	med	NRT	liver
ENSG00000168904.15	0.0	4.351	med	NRT	liver
ENSG00000134684.12	0.0	4.351	med	UND	liver
ENSG00000266993.3	0.0	4.347	med	NRT	liver
ENSG00000126883.17	0.0	4.345	med	NRT	liver
ENSG00000249786.7	0.0	4.345	med	NRT	liver
ENSG00000142453.12	0.0	4.343	med	UND	liver
ENSG00000167470.12	0.0	4.341	med	NRT	liver
ENSG00000101337.16	0.0	4.341	med	NRT	liver
ENSG00000173442.13	0.0	4.339	med	UND	liver
ENSG00000229927.2	0.0	4.335	med	NRT	liver
ENSG00000244270.1	0.0	4.334	med	NRT	liver
ENSG00000242472.1	0.0	4.334	med	NRT	liver
ENSG00000129538.14	0.0	4.333500000000001	med	NRT	liver
ENSG00000187109.15	0.0	4.33	med	NRT	liver
ENSG00000133657.16	0.0	4.329	med	NRT	liver
ENSG00000238227.8	0.0	4.327	med	NRT	liver
ENSG00000136888.8	0.0	4.325	med	NRT	liver
ENSG00000280143.1	0.0	4.325	med	UND	liver
ENSG00000170242.19	0.0	4.323	med	NRT	liver
ENSG00000184209.15	0.0	4.321000000000001	med	UND	liver
ENSG00000107175.12	0.0	4.319	med	UND	liver
ENSG00000278769.1	0.0	4.317	med	NRT	liver
ENSG00000134817.11	0.0	4.3165	med	NRT	liver
ENSG00000169372.13	0.0	4.314	med	UND	liver
ENSG00000126790.12	0.0	4.313	med	NRT	liver
ENSG00000124357.13	0.0	4.311	med	NRT	liver
ENSG00000182566.14	0.0	4.309	med	NRT	liver
ENSG00000261691.1	0.0	4.308	med	UND	liver
ENSG00000100296.14	0.64	4.307	med	RT	liver
ENSG00000114383.10	0.0	4.305	med	NRT	liver
ENSG00000060339.14	0.0	4.303999999999999	med	NRT	liver
ENSG00000259784.1	0.0	4.301	med	NRT	liver
ENSG00000075413.19	0.0	4.299	med	NRT	liver
ENSG00000169174.11	0.0	4.2985	med	UND	liver
ENSG00000115758.13	0.0	4.298	med	NRT	liver
ENSG00000121413.13	0.0	4.295	med	NRT	liver
ENSG00000284526.1	0.0	4.294	med	UND	liver
ENSG00000160796.18	0.0	4.292	med	NRT	liver
ENSG00000123124.14	0.0	4.292	med	UND	liver
ENSG00000200345.2	0.0	4.291	med	NRT	liver
ENSG00000153786.13	0.0	4.289	med	NRT	liver
ENSG00000103154.10	0.0	4.289	med	NRT	liver
ENSG00000172638.13	0.0	4.287	med	UND	liver
ENSG00000128191.16	0.0	4.287	med	UND	liver
ENSG00000162517.13	0.0	4.285	med	NRT	liver
ENSG00000165637.13	0.475	4.283	med	RT	liver
ENSG00000137098.14	0.0	4.282	med	UND	liver
ENSG00000178971.16	0.0	4.281000000000001	med	NRT	liver
ENSG00000147535.17	0.0	4.28	med	UND	liver
ENSG00000236156.2	0.0	4.279	med	NRT	liver
ENSG00000279528.1	0.0	4.2780000000000005	med	NRT	liver
ENSG00000249915.8	0.0	4.277	med	NRT	liver
ENSG00000154099.18	0.0	4.277	med	UND	liver
ENSG00000285043.2	0.0	4.276	med	NRT	liver
ENSG00000167515.10	0.0	4.274	med	NRT	liver
ENSG00000280334.1	0.0	4.273	med	UND	liver
ENSG00000118046.16	0.0	4.27	med	UND	liver
ENSG00000279672.1	0.0	4.269	med	NRT	liver
ENSG00000203880.12	0.0	4.269	med	NRT	liver
ENSG00000145217.14	0.0	4.266	med	NRT	liver
ENSG00000100918.13	0.0	4.266	med	UND	liver
ENSG00000164877.19	0.0	4.263999999999999	med	NRT	liver
ENSG00000151093.8	0.2	4.263999999999999	med	RT	liver
ENSG00000284117.1	0.0	4.2625	med	NRT	liver
ENSG00000155324.10	0.0	4.2620000000000005	med	NRT	liver
ENSG00000178464.6	0.0	4.262	med	NRT	liver
ENSG00000260252.1	0.0	4.26	med	UND	liver
ENSG00000225339.4	0.0	4.26	med	UND	liver
ENSG00000119723.17	0.0	4.26	med	UND	liver
ENSG00000102316.17	0.0	4.26	med	NRT	liver
ENSG00000275718.2	0.0	4.259	med	NRT	liver
ENSG00000269243.1	0.0	4.258	med	UND	liver
ENSG00000104907.13	0.0	4.257	med	NRT	liver
ENSG00000275307.1	0.0	4.255	med	NRT	liver
ENSG00000229809.9	0.0	4.253	med	NRT	liver
ENSG00000162227.8	0.0	4.253	med	NRT	liver
ENSG00000136861.18	0.535	4.253	med	RT	liver
ENSG00000275896.6	0.0	4.252000000000001	med	NRT	liver
ENSG00000129084.18	0.0	4.252	med	NRT	liver
ENSG00000083799.18	0.0	4.251	med	NRT	liver
ENSG00000118514.14	1.82	4.2505	med	RT	liver
ENSG00000111652.10	0.0	4.249	med	NRT	liver
ENSG00000285791.1	0.0	4.245	med	NRT	liver
ENSG00000269711.1	0.0	4.24	med	NRT	liver
ENSG00000272573.6	0.0	4.239	med	NRT	liver
ENSG00000174243.10	0.0	4.237	med	UND	liver
ENSG00000256013.1	0.0	4.232	med	UND	liver
ENSG00000241399.7	0.0	4.232	med	UND	liver
ENSG00000184277.13	0.0	4.232	med	NRT	liver
ENSG00000022267.19	0.0	4.231999999999999	med	NRT	liver
ENSG00000165943.5	0.0	4.231	med	NRT	liver
ENSG00000159147.18	0.0	4.227	med	UND	liver
ENSG00000267395.5	0.0	4.224	med	UND	liver
ENSG00000183979.8	0.0	4.2235	med	UND	liver
ENSG00000186318.17	0.0	4.223	med	UND	liver
ENSG00000287510.1	0.0	4.222	med	UND	liver
ENSG00000185551.15	0.0	4.222	med	NRT	liver
ENSG00000155096.14	0.18	4.218999999999999	med	RT	liver
ENSG00000063244.13	0.0	4.218	med	NRT	liver
ENSG00000078902.16	0.765	4.215	med	RT	liver
ENSG00000279095.1	0.0	4.214	med	NRT	liver
ENSG00000128335.14	0.5900000000000001	4.214	med	RT	liver
ENSG00000258429.2	0.0	4.213	med	NRT	liver
ENSG00000132128.17	0.0	4.212	med	NRT	liver
ENSG00000142864.15	0.355	4.211	med	RT	liver
ENSG00000205250.9	0.0	4.21	med	NRT	liver
ENSG00000138757.15	0.0	4.209	med	NRT	liver
ENSG00000143373.18	0.0	4.208	med	UND	liver
ENSG00000065809.14	0.0	4.208	med	NRT	liver
ENSG00000137414.6	0.0	4.208	med	NRT	liver
ENSG00000110171.20	0.0	4.207	med	NRT	liver
ENSG00000180448.11	0.0	4.207	med	UND	liver
ENSG00000130158.14	0.0	4.206	med	NRT	liver
ENSG00000174720.16	0.0	4.2010000000000005	med	NRT	liver
ENSG00000267629.3	0.0	4.2	med	NRT	liver
ENSG00000134864.10	0.0	4.199	med	UND	liver
ENSG00000255644.1	0.0	4.197	med	UND	liver
ENSG00000135317.13	0.27	4.197	med	RT	liver
ENSG00000166169.17	0.0	4.196000000000001	med	NRT	liver
ENSG00000244921.2	0.0	4.195	med	UND	liver
ENSG00000280088.1	0.0	4.1930000000000005	med	NRT	liver
ENSG00000231852.9	0.0	4.186	med	UND	liver
ENSG00000114316.13	0.0	4.186	med	NRT	liver
ENSG00000141562.18	0.0	4.186	med	NRT	liver
ENSG00000182902.14	0.0	4.1850000000000005	med	UND	liver
ENSG00000272100.1	0.0	4.183	med	UND	liver
ENSG00000146282.18	0.0	4.182	med	UND	liver
ENSG00000204682.8	0.985	4.182	med	RT	liver
ENSG00000112337.11	1.79	4.18	med	RT	liver
ENSG00000111726.13	0.0	4.178999999999999	med	NRT	liver
ENSG00000205981.8	0.0	4.178	med	UND	liver
ENSG00000259605.3	0.0	4.175	med	NRT	liver
ENSG00000177192.14	0.0	4.173	med	NRT	liver
ENSG00000054277.14	0.0	4.171	med	UND	liver
ENSG00000181904.9	0.0	4.169	med	NRT	liver
ENSG00000231487.1	2.79	4.169	med	RT	liver
ENSG00000278967.1	0.0	4.169	med	UND	liver
ENSG00000136950.13	0.0	4.168	med	UND	liver
ENSG00000122965.11	0.0	4.168	med	NRT	liver
ENSG00000197256.11	1.33	4.167	med	RT	liver
ENSG00000265690.7	0.0	4.167	med	NRT	liver
ENSG00000113811.11	0.0	4.164	med	NRT	liver
ENSG00000065534.19	0.0	4.1635	med	NRT	liver
ENSG00000214046.9	0.0	4.163	med	NRT	liver
ENSG00000123453.18	0.0	4.162	med	UND	liver
ENSG00000159479.17	0.0	4.16	med	NRT	liver
ENSG00000119979.18	0.4	4.158	med	RT	liver
ENSG00000141644.17	0.0	4.158	med	NRT	liver
ENSG00000122033.15	0.0	4.158	med	UND	liver
ENSG00000186635.15	0.33	4.157	med	RT	liver
ENSG00000238018.2	0.0	4.157	med	UND	liver
ENSG00000270385.1	0.0	4.157	med	UND	liver
ENSG00000175220.12	0.0	4.155	med	UND	liver
ENSG00000162241.12	0.0	4.15	med	UND	liver
ENSG00000273776.1	0.0	4.149	med	UND	liver
ENSG00000227306.1	1.44	4.148	med	RT	liver
ENSG00000136813.14	0.25	4.148	med	RT	liver
ENSG00000129226.14	0.0	4.145	med	NRT	liver
ENSG00000171824.14	0.255	4.145	med	RT	liver
ENSG00000237126.8	0.0	4.144	med	UND	liver
ENSG00000273151.1	0.0	4.1434999999999995	med	UND	liver
ENSG00000271870.1	0.0	4.143	med	UND	liver
ENSG00000121858.11	0.81	4.142	med	RT	liver
ENSG00000170485.17	0.0	4.141	med	NRT	liver
ENSG00000249249.2	0.0	4.14	med	NRT	liver
ENSG00000070404.10	0.0	4.14	med	NRT	liver
ENSG00000201778.1	0.0	4.138	med	UND	liver
ENSG00000285583.1	0.0	4.137	med	NRT	liver
ENSG00000188313.13	0.625	4.136	med	RT	liver
ENSG00000107672.15	0.0	4.134	med	UND	liver
ENSG00000124602.10	0.88	4.134	med	RT	liver
ENSG00000234518.2	0.97	4.134	med	RT	liver
ENSG00000113790.11	0.0	4.1335	med	NRT	liver
ENSG00000137965.11	0.0	4.133	med	NRT	liver
ENSG00000170348.9	0.0	4.131	med	NRT	liver
ENSG00000119559.17	0.0	4.131	med	UND	liver
ENSG00000135829.17	0.0	4.131	med	NRT	liver
ENSG00000125753.14	0.0	4.127	med	UND	liver
ENSG00000133606.11	0.0	4.127	med	NRT	liver
ENSG00000134255.14	0.0	4.127	med	UND	liver
ENSG00000101193.8	0.5	4.121	med	RT	liver
ENSG00000167645.17	0.0	4.121	med	NRT	liver
ENSG00000158050.5	0.61	4.119	med	RT	liver
ENSG00000258301.3	0.0	4.117	med	NRT	liver
ENSG00000239305.7	0.0	4.117	med	NRT	liver
ENSG00000119396.11	0.0	4.112	med	UND	liver
ENSG00000288623.1	0.0	4.112	med	NRT	liver
ENSG00000141858.12	0.0	4.111000000000001	med	NRT	liver
ENSG00000243466.1	0.0	4.11	med	NRT	liver
ENSG00000275413.1	0.0	4.109	med	NRT	liver
ENSG00000140876.11	0.0	4.1075	med	NRT	liver
ENSG00000146223.16	0.0	4.107	med	UND	liver
ENSG00000284134.1	0.0	4.103	med	NRT	liver
ENSG00000170445.16	0.0	4.1	med	NRT	liver
ENSG00000242515.5	0.0	4.099	med	NRT	liver
ENSG00000129484.14	0.0	4.096	med	NRT	liver
ENSG00000138385.16	0.0	4.096	med	UND	liver
ENSG00000274430.1	0.0	4.093	med	NRT	liver
ENSG00000112584.14	0.0	4.092	med	NRT	liver
ENSG00000216775.3	0.0	4.091	med	NRT	liver
ENSG00000087206.17	0.0	4.09	med	NRT	liver
ENSG00000149150.9	3.49	4.09	med	RT	liver
ENSG00000134186.12	0.0	4.089	med	NRT	liver
ENSG00000050820.17	0.0	4.086	med	UND	liver
ENSG00000182512.5	0.0	4.085	med	NRT	liver
ENSG00000111237.19	0.0	4.083	med	UND	liver
ENSG00000272896.1	0.0	4.083	med	NRT	liver
ENSG00000287952.1	0.0	4.0825	med	NRT	liver
ENSG00000266954.1	0.0	4.08	med	UND	liver
ENSG00000108786.11	0.0	4.077	med	NRT	liver
ENSG00000237172.4	0.0	4.076499999999999	med	UND	liver
ENSG00000239195.1	0.0	4.0760000000000005	med	NRT	liver
ENSG00000161904.12	0.0	4.075	med	NRT	liver
ENSG00000151500.15	0.0	4.074	med	UND	liver
ENSG00000168214.21	0.0	4.074	med	NRT	liver
ENSG00000204922.5	0.23	4.073	med	RT	liver
ENSG00000143222.12	0.0	4.072	med	NRT	liver
ENSG00000138495.7	0.0	4.0705	med	NRT	liver
ENSG00000198130.16	0.0	4.0680000000000005	med	NRT	liver
ENSG00000232133.1	0.0	4.067	med	UND	liver
ENSG00000205808.7	0.0	4.067	med	UND	liver
ENSG00000154059.11	0.0	4.067	med	NRT	liver
ENSG00000166233.15	0.0	4.066	med	NRT	liver
ENSG00000197818.12	0.0	4.065	med	NRT	liver
ENSG00000120913.23	0.0	4.064	med	NRT	liver
ENSG00000288564.1	0.0	4.063	med	NRT	liver
ENSG00000176386.9	0.0	4.062	med	NRT	liver
ENSG00000167657.14	0.0	4.061	med	NRT	liver
ENSG00000286128.1	0.0	4.0600000000000005	med	UND	liver
ENSG00000100344.11	0.0	4.0600000000000005	med	NRT	liver
ENSG00000275185.1	0.0	4.057	med	UND	liver
ENSG00000198517.10	0.0	4.055	med	UND	liver
ENSG00000140326.13	0.51	4.0545	med	RT	liver
ENSG00000171606.18	0.8	4.053	med	RT	liver
ENSG00000128524.5	0.0	4.053	med	NRT	liver
ENSG00000283155.1	0.0	4.052	med	NRT	liver
ENSG00000108924.14	0.0	4.05	med	NRT	liver
ENSG00000167910.4	0.0	4.049	med	NRT	liver
ENSG00000186567.13	0.0	4.046	med	NRT	liver
ENSG00000185222.10	0.0	4.046	med	NRT	liver
ENSG00000174276.7	0.0	4.045	med	UND	liver
ENSG00000087269.16	0.0	4.045	med	UND	liver
ENSG00000178567.8	0.0	4.045	med	NRT	liver
ENSG00000087266.17	0.0	4.043	med	NRT	liver
ENSG00000130332.15	0.0	4.043	med	NRT	liver
ENSG00000181061.14	0.0	4.042	med	NRT	liver
ENSG00000279970.1	0.0	4.041	med	NRT	liver
ENSG00000224032.7	0.0	4.04	med	UND	liver
ENSG00000071462.12	0.0	4.04	med	NRT	liver
ENSG00000100109.17	0.0	4.04	med	UND	liver
ENSG00000279108.1	0.0	4.0375	med	NRT	liver
ENSG00000057294.15	0.0	4.037	med	NRT	liver
ENSG00000115944.15	0.0	4.035	med	UND	liver
ENSG00000136630.13	0.0	4.034	med	NRT	liver
ENSG00000148840.11	0.0	4.031000000000001	med	NRT	liver
ENSG00000162066.16	0.0	4.0285	med	UND	liver
ENSG00000269403.1	0.0	4.028	med	NRT	liver
ENSG00000202503.1	0.0	4.025	med	NRT	liver
ENSG00000165271.17	1.55	4.024	med	RT	liver
ENSG00000130299.17	0.0	4.021	med	NRT	liver
ENSG00000136485.15	0.0	4.02	med	NRT	liver
ENSG00000171202.7	0.0	4.02	med	UND	liver
ENSG00000215041.10	0.0	4.019	med	NRT	liver
ENSG00000256007.1	0.0	4.016	med	NRT	liver
ENSG00000269145.2	0.0	4.0135000000000005	med	NRT	liver
ENSG00000228172.5	0.0	4.013	med	UND	liver
ENSG00000171148.13	0.0	4.012	med	NRT	liver
ENSG00000173110.8	0.0	4.0105	med	NRT	liver
ENSG00000229372.1	0.0	4.01	med	NRT	liver
ENSG00000164404.8	0.0	4.0095	med	NRT	liver
ENSG00000197142.10	0.0	4.009	med	NRT	liver
ENSG00000170037.14	0.0	4.008	med	NRT	liver
ENSG00000196557.13	0.0	4.008	med	NRT	liver
ENSG00000288644.1	0.0	4.007	med	NRT	liver
ENSG00000241570.8	0.0	3.999	med	NRT	liver
ENSG00000092203.15	0.0	3.998	med	UND	liver
ENSG00000162496.9	0.0	3.997	med	NRT	liver
ENSG00000133466.14	0.0	3.993	med	NRT	liver
ENSG00000167880.8	0.0	3.992	med	UND	liver
ENSG00000103569.10	0.0	3.989	med	UND	liver
ENSG00000168487.20	0.0	3.987	med	NRT	liver
ENSG00000122490.19	0.0	3.986	med	NRT	liver
ENSG00000119318.13	0.46	3.985	med	RT	liver
ENSG00000125875.15	0.0	3.984	med	UND	liver
ENSG00000137193.14	0.0	3.983	med	NRT	liver
ENSG00000066777.9	0.0	3.983	med	UND	liver
ENSG00000143569.19	0.0	3.981	med	NRT	liver
ENSG00000162604.12	0.76	3.979	med	RT	liver
ENSG00000108961.14	0.0	3.979	med	UND	liver
ENSG00000207067.1	0.0	3.979	med	NRT	liver
ENSG00000175354.20	0.0	3.977	med	NRT	liver
ENSG00000037897.17	0.0	3.976	med	NRT	liver
ENSG00000225450.1	0.0	3.975	med	UND	liver
ENSG00000224631.4	0.0	3.975	med	NRT	liver
ENSG00000139437.18	0.0	3.974	med	NRT	liver
ENSG00000173011.12	0.0	3.974	med	UND	liver
ENSG00000256632.3	0.0	3.974	med	NRT	liver
ENSG00000267724.1	0.0	3.97	med	UND	liver
ENSG00000149480.7	0.0	3.969	med	NRT	liver
ENSG00000272153.1	0.0	3.969	med	UND	liver
ENSG00000135093.13	0.0	3.9684999999999997	med	UND	liver
ENSG00000106328.10	0.0	3.968	med	NRT	liver
ENSG00000174109.5	0.0	3.965	med	NRT	liver
ENSG00000230084.6	0.0	3.964	med	NRT	liver
ENSG00000154262.13	2.92	3.963	med	RT	liver
ENSG00000140995.17	0.0	3.961	med	UND	liver
ENSG00000158717.11	0.0	3.961	med	NRT	liver
ENSG00000164949.8	0.0	3.96	med	NRT	liver
ENSG00000263934.5	0.0	3.9595000000000002	med	NRT	liver
ENSG00000121361.5	0.0	3.957	med	NRT	liver
ENSG00000261276.1	0.0	3.956	med	UND	liver
ENSG00000061676.15	0.0	3.953	med	NRT	liver
ENSG00000259529.2	0.0	3.953	med	NRT	liver
ENSG00000206341.7	1.495	3.952	med	RT	liver
ENSG00000198060.10	0.0	3.951	med	NRT	liver
ENSG00000136158.12	0.0	3.95	med	NRT	liver
ENSG00000113649.12	0.0	3.949	med	NRT	liver
ENSG00000112773.16	0.0	3.945	med	NRT	liver
ENSG00000273541.1	0.0	3.9445	med	NRT	liver
ENSG00000100814.18	1.27	3.942	med	RT	liver
ENSG00000183718.5	0.0	3.94	med	UND	liver
ENSG00000150316.12	0.0	3.94	med	NRT	liver
ENSG00000128965.13	0.0	3.94	med	NRT	liver
ENSG00000143862.8	0.0	3.939	med	NRT	liver
ENSG00000274816.1	0.0	3.939	med	NRT	liver
ENSG00000273096.1	0.0	3.938	med	NRT	liver
ENSG00000100065.15	0.0	3.937	med	NRT	liver
ENSG00000104938.18	0.0	3.9365	med	NRT	liver
ENSG00000166912.17	0.0	3.934	med	UND	liver
ENSG00000129691.16	0.0	3.934	med	UND	liver
ENSG00000240889.1	0.0	3.9335	med	UND	liver
ENSG00000120071.15	0.0	3.933	med	NRT	liver
ENSG00000121690.11	0.0	3.931	med	NRT	liver
ENSG00000167716.19	0.0	3.931	med	NRT	liver
ENSG00000135250.17	0.0	3.93	med	UND	liver
ENSG00000187066.9	0.0	3.928	med	NRT	liver
ENSG00000227615.1	0.0	3.927	med	NRT	liver
ENSG00000197323.12	0.0	3.925	med	NRT	liver
ENSG00000132109.10	0.36	3.924	med	RT	liver
ENSG00000103152.12	0.0	3.923	med	UND	liver
ENSG00000147164.12	0.51	3.922	med	RT	liver
ENSG00000081692.13	0.0	3.922	med	NRT	liver
ENSG00000183617.5	0.0	3.922	med	NRT	liver
ENSG00000125107.19	0.0	3.921	med	UND	liver
ENSG00000259203.2	0.56	3.9185	med	RT	liver
ENSG00000263272.1	0.0	3.918	med	UND	liver
ENSG00000196954.14	0.0	3.917	med	NRT	liver
ENSG00000206685.1	0.0	3.915	med	NRT	liver
ENSG00000140691.18	0.0	3.914	med	NRT	liver
ENSG00000265474.1	0.0	3.908	med	NRT	liver
ENSG00000267680.5	0.0	3.905	med	NRT	liver
ENSG00000052344.16	0.0	3.9035	med	UND	liver
ENSG00000267426.5	0.0	3.903	med	NRT	liver
ENSG00000135597.19	0.0	3.901	med	NRT	liver
